FILEPATH,FILENAME,HYDROPHONENAME,FILETIME_SEC_FROMMIDNIGHT,SIGNALTIME_SEC_FROMMIDNIGHT,TAGCODE,TOA_MICRO_SEC,SNR_DB,CRC,PHASEMARGIN,CHANNEL
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.33.53.8563887.bwm,P18SB,52433.85639,52433.86216,G7253EA15,5768.16,12.37,0,6.72,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.33.54.4593256.bwm,P18SB,52434.45933,52434.46387,G726D97E1,4540,9.42,0,8.56,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.33.54.4593256.bwm,P18SB,52434.45933,52434.46387,G726D97E1,4541.95,7.27,0,8.19,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.33.56.0453125.bwm,P18SB,52436.04531,52436.04899,G7245491E,3676.26,12.96,0,8,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.33.56.0453125.bwm,P18SB,52436.04531,52436.04899,G7245491E,3676.26,12.33,0,8.38,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.33.56.0453125.bwm,P18SB,52436.04531,52436.04899,G7245491E,3676.26,6.97,0,8,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.33.56.0453125.bwm,P18SB,52436.04531,52436.04899,G7245491E,3678.77,15.09,0,7.66,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.33.56.4516399.bwm,P18SB,52436.45164,52436.45582,G726D97E1,4180.06,13.71,0,8.88,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.33.56.4516399.bwm,P18SB,52436.45164,52436.45582,G726D97E1,4182.5,16.45,0,9,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.01.4979621.bwm,P18SB,52441.49796,52441.50314,G724DE105,5181.92,11.45,0,8,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.01.4979621.bwm,P18SB,52441.49796,52441.50314,G724DE105,5181.92,6.99,0,8.5,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.02.4351361.bwm,P18SB,52442.43514,52442.44076,G726D97E1,5623.46,18.25,0,8.19,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.02.5858704.bwm,P18SB,52442.58587,52442.5893,G7245491E,3428.97,7.99,0,7.88,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.04.4340040.bwm,P18SB,52444.434,52444.43772,G726D97E1,3712.54,20.01,0,8.12,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.04.6338905.bwm,P18SB,52444.63389,52444.63849,G7253EA15,4604.11,14.43,0,8.22,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.05.3121952.bwm,P18SB,52445.3122,52445.31798,G7259AED5,5789.4,9,0,8.12,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.06.0101603.bwm,P18SB,52446.01016,52446.01448,G724DE105,4323.35,16.5,0,7.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.06.7900463.bwm,P18SB,52446.79005,52446.79548,G7253EA15,5435.04,13.98,0,7.59,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.06.7900463.bwm,P18SB,52446.79005,52446.79591,G7253EA15,5867.63,16.37,0,8.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.06.7900463.bwm,P18SB,52446.79005,52446.79591,G7253EA15,5867.63,13.78,0,7.56,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.06.7900463.bwm,P18SB,52446.79005,52446.79592,G7253EA15,5870.09,16.04,0,8.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.06.9473343.bwm,P18SB,52446.94733,52446.95055,G7245491E,3219.31,18.12,0,7.38,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.07.7403279.bwm,P18SB,52447.74033,52447.74636,G7259AED5,6029.19,10.14,0,7.81,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.07.7403279.bwm,P18SB,52447.74033,52447.74636,G7259AED5,6031.03,8.97,0,8.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.09.1264279.bwm,P18SB,52449.12643,52449.13155,G7245491E,5118.91,14.79,0,7.94,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.13.4911692.bwm,P18SB,52453.49117,52453.4944,G7245491E,3227.33,13.03,0,8.91,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.13.4911692.bwm,P18SB,52453.49117,52453.4944,G7245491E,3229.69,14.84,0,8.78,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.13.4911692.bwm,P18SB,52453.49117,52453.4944,G7245491E,3234.57,8.32,0,8.31,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.13.4911692.bwm,P18SB,52453.49117,52453.49446,G7245491E,3289.49,12.06,0,8.41,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.15.4245016.bwm,P18SB,52455.4245,52455.42887,G7253EA15,4370.07,15.03,0,7.75,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.17.8526343.bwm,P18SB,52457.85263,52457.85698,G7245491E,4342.31,12.19,0,8.84,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.20.0317280.bwm,P18SB,52460.03173,52460.03803,G7245491E,6306.42,14.17,0,7.31,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.21.8995229.bwm,P18SB,52461.89952,52461.90377,G7253EA15,4250.82,19.31,0,7.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.22.2140987.bwm,P18SB,52462.2141,52462.21939,G7245491E,5293.32,16.53,0,8.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.22.2140987.bwm,P18SB,52462.2141,52462.21939,G7245491E,5293.32,13.51,0,8.75,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.24.3964694.bwm,P18SB,52464.39647,52464.40074,G7245491E,4269.06,18.55,0,8.28,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.24.7634744.bwm,P18SB,52464.76347,52464.76714,G7259AED5,3662.09,9.3,0,7.56,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.24.7634744.bwm,P18SB,52464.76347,52464.76743,G7259AED5,3951.27,12.66,0,8.28,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.26.2151112.bwm,P18SB,52466.21511,52466.2205,G7253EA15,5384.66,18.41,0,8.16,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.26.4149982.bwm,P18SB,52466.415,52466.42016,G726D97E1,5160.22,17.2,0,7.31,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.28.4138661.bwm,P18SN,52468.41387,52468.41954,G726D97E1,5671.63,5.31,0,6.81,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.30.5339771.bwm,P18SB,52470.53398,52470.53841,G7253EA15,4430.31,18.18,0,7.5,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.30.8714907.bwm,P18SB,52470.87149,52470.87506,G724DE105,3569.67,17.47,0,8,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.30.9403041.bwm,P18SB,52470.9403,52470.9466,G7245491E,6297.22,10,0,7.75,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.30.9403041.bwm,P18SB,52470.9403,52470.9466,G7245491E,6299.61,17.82,0,8.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.30.9403041.bwm,P18SB,52470.9403,52470.9466,G7245491E,6299.61,16.67,0,7.75,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.32.0609808.bwm,P18SB,52472.06098,52472.06631,G7259AED5,5327.05,15.56,0,6.88,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.32.0609808.bwm,P18SB,52472.06098,52472.06631,G7259AED5,5329.32,14.71,0,8.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.32.0609808.bwm,P18SB,52472.06098,52472.06631,G7259AED5,5329.32,12.3,0,8.06,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.32.6934095.bwm,P18SB,52472.69341,52472.69695,G7253EA15,3538.49,16.51,0,7.31,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.33.1226748.bwm,P18SB,52473.12267,52473.12769,G7245491E,5013.97,17.54,0,8.06,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.33.1226748.bwm,P18SB,52473.12267,52473.12769,G7245491E,5016.19,16.63,0,8.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.34.4104700.bwm,P18SB,52474.41047,52474.41654,G726D97E1,6069.89,19.91,0,8.75,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.34.8495654.bwm,P18SB,52474.84957,52474.8553,G7253EA15,5730.37,16.15,0,8.12,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.34.8495654.bwm,P18SB,52474.84957,52474.8553,G7253EA15,5732.83,16.64,0,8.38,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.35.3050450.bwm,P18SB,52475.30505,52475.309,G7245491E,3956.74,17.53,0,8.31,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.36.9270774.bwm,P18SB,52476.92708,52476.93357,G7259AED5,6488.85,17.83,0,8.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.36.9270774.bwm,P18SB,52476.92708,52476.93357,G7259AED5,6488.85,14.97,0,8.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.36.9270774.bwm,P18SB,52476.92708,52476.93357,G7259AED5,6491.21,8.85,0,8.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.37.0089984.bwm,P18SB,52477.009,52477.01486,G7253EA15,5859.33,14.95,0,8.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.37.0089984.bwm,P18SB,52477.009,52477.01486,G7253EA15,5863.93,13.16,0,7.94,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.37.6512572.bwm,P18SB,52477.65126,52477.65747,G724DE105,6208.86,8.94,0,8.06,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.37.6512572.bwm,P18SB,52477.65126,52477.65747,G724DE105,6213.58,14.75,0,8.5,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.37.6512572.bwm,P18SB,52477.65126,52477.65747,G724DE105,6213.58,12.06,0,8.88,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.39.1684308.bwm,P18SB,52479.16843,52479.17399,G7253EA15,5560.66,18.1,0,8.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.39.1684308.bwm,P18SB,52479.16843,52479.17399,G7253EA15,5563.06,15.44,0,8.19,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.41.7964510.bwm,P18SB,52481.79645,52481.80015,G7259AED5,3701.99,13.33,0,8.59,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.41.7964510.bwm,P18SB,52481.79645,52481.80016,G7259AED5,3704.61,10.44,0,8.78,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.42.1732866.bwm,P18SB,52482.17329,52482.17921,G724DE105,5921.34,20.12,0,8.75,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.42.1732866.bwm,P18SB,52482.17329,52482.17921,G724DE105,5921.34,9,0,8.78,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.42.4059415.bwm,P18SB,52482.40594,52482.41176,G726D97E1,5821.98,16.18,0,7.94,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.42.4059415.bwm,P18SB,52482.40594,52482.41177,G726D97E1,5824.62,15.2,0,7.94,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.44.4048094.bwm,P18SB,52484.40481,52484.41038,G726D97E1,5566.94,13.18,0,8.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.44.4048094.bwm,P18SN,52484.40481,52484.41103,G726D97E1,6215.85,5.14,0,6.25,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.44.4343013.bwm,P18SB,52484.4343,52484.44047,G724DE105,6172.22,20.31,0,9.19,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.44.4343013.bwm,P18SB,52484.4343,52484.44048,G724DE105,6174.62,18.16,0,9.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.46.4036784.bwm,P18SB,52486.40368,52486.40945,G726D97E1,5771.8,18.56,0,8.56,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.46.6625486.bwm,P18SB,52486.66255,52486.66703,G7259AED5,4481.16,19.22,0,8.5,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.46.6625486.bwm,P18SB,52486.66255,52486.66703,G7259AED5,4481.16,16.93,0,8.62,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.46.6953165.bwm,P18SB,52486.69532,52486.70092,G724DE105,5598.53,17.65,0,8.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.46.6953165.bwm,P18SB,52486.69532,52486.70092,G724DE105,5604.05,15.75,0,8.75,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.46.6953165.bwm,P18SB,52486.69532,52486.70128,G724DE105,5959.14,11.64,0,7.5,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.48.3927163.bwm,P18SB,52488.39272,52488.39663,G7245491E,3914.17,15.02,0,8.66,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.48.3927163.bwm,P18SB,52488.39272,52488.39663,G7245491E,3916.54,12.85,0,8.66,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.48.3927163.bwm,P18SB,52488.39272,52488.39663,G7245491E,3916.54,12.22,0,8.34,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.50.4014144.bwm,P18SB,52490.40141,52490.40681,G726D97E1,5395.74,15.53,0,8,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.50.4014144.bwm,P18SB,52490.40141,52490.40681,G726D97E1,5395.74,9.87,0,8.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.50.5718100.bwm,P18SB,52490.57181,52490.57779,G7245491E,5975.64,13.71,0,9.03,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.50.5718100.bwm,P18SB,52490.57181,52490.57779,G7245491E,5978.13,11.16,0,9.03,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.50.5718100.bwm,P18SB,52490.57181,52490.57779,G7245491E,5980.55,12.72,0,8.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.51.2304531.bwm,P18SB,52491.23045,52491.2349,G724DE105,4447.45,11.51,0,8.5,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.51.2304531.bwm,P18SB,52491.23045,52491.2349,G724DE105,4450.2,14.17,0,8.06,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.51.2304531.bwm,P18SB,52491.23045,52491.2349,G724DE105,4450.2,5,0,8.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.51.5286452.bwm,P18SB,52491.52865,52491.53446,G7259AED5,5815.07,13.08,0,8.06,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.51.5286452.bwm,P18SB,52491.52865,52491.53446,G7259AED5,5817.39,5.92,0,7.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.51.5286452.bwm,P18SB,52491.52865,52491.53447,G7259AED5,5819.85,15.18,0,7.75,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.52.4002824.bwm,P18SB,52492.40028,52492.40535,G726D97E1,5072.19,17.02,0,8.38,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.53.9633320.bwm,P18SB,52493.96333,52493.96815,G7259AED5,4814.7,15.73,0,8.62,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.53.9633320.bwm,P18SB,52493.96333,52493.96815,G7259AED5,4814.7,15.6,0,8.56,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.53.9633320.bwm,P18SB,52493.96333,52493.96815,G7259AED5,4817.22,12.37,0,8.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.54.2811845.bwm,P18SB,52494.28118,52494.28545,G7253EA15,4267.35,11.87,0,7.31,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.54.9365510.bwm,P18SB,52494.93655,52494.93927,G7245491E,2716.7,12.56,0,7.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.56.3980189.bwm,P18SB,52496.39802,52496.40296,G726D97E1,4939.09,17.13,0,8.5,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.58.5967734.bwm,P18SB,52498.59677,52498.60278,G7253EA15,6005.18,18.65,0,7.94,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.58.5967734.bwm,P18SB,52498.59677,52498.60278,G7253EA15,6007.61,17.15,0,7.06,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.58.5967734.bwm,P18SB,52498.59677,52498.60278,G7253EA15,6007.61,12.91,0,7.88,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.34.58.8294287.bwm,P18SB,52498.82943,52498.83486,G7259AED5,5430.05,13.99,0,5.62,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.35.01.2641155.bwm,P18SB,52501.26412,52501.26871,G7259AED5,4591.12,15.53,0,7.56,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.35.01.2641155.bwm,P18SB,52501.26412,52501.26871,G7259AED5,4593.49,13.49,0,8.19,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.35.02.3946229.bwm,P18SN,52502.39462,52502.39979,G726D97E1,5163.64,4.99,0,8.12,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.35.02.9123623.bwm,P18SB,52502.91236,52502.91926,G7253EA15,6899.78,12.6,0,7.5,1
